Datetime__PJME_hourly.csv,PJME_MW__PJME_hourly.csv
2004-05-18 09:00:00,831456
2004-05-19 16:00:00,789038
2004-05-20 23:00:00,753028
2004-05-21 09:00:00,789042
2004-05-22 06:00:00,802244
2004-05-23 13:00:00,850274
2004-05-24 20:00:00,960770
2004-05-25 06:00:00,895812
2004-05-26 03:00:00,807661
2004-05-27 10:00:00,803275
2004-05-28 07:00:00,800451
2004-05-29 14:00:00,635501
2004-05-30 21:00:00,594604
2004-05-31 07:00:00,624360
2004-06-01 04:00:00,718157
2004-06-02 11:00:00,752017
2004-06-03 18:00:00,760461
2004-06-04 04:00:00,719727
2004-06-05 01:00:00,632196
2004-06-06 08:00:00,597647
2004-06-07 15:00:00,750897
2004-06-08 22:00:00,856821
2004-06-09 08:00:00,974495
2004-06-10 05:00:00,949104
2004-06-11 12:00:00,748580
2004-06-12 19:00:00,657532
2004-06-13 05:00:00,621075
2004-06-14 02:00:00,810884
2004-06-15 09:00:00,941428
2004-06-16 16:00:00,951709
2004-06-17 23:00:00,982163
2004-06-18 09:00:00,986513
2004-06-19 06:00:00,839278
2004-06-20 13:00:00,652011
2004-06-21 20:00:00,764025
2004-06-22 06:00:00,841899
2004-06-23 03:00:00,852033
2004-06-24 00:00:00,877312
2004-06-25 07:00:00,871795
2004-06-26 14:00:00,764335
2004-06-27 21:00:00,680430
2004-06-28 07:00:00,796776
2004-06-29 04:00:00,803581
2004-06-30 11:00:00,823998
2004-07-01 18:00:00,883933
2004-07-02 04:00:00,922627
2004-07-03 01:00:00,816653
2004-07-04 08:00:00,762571
2004-07-05 15:00:00,890153
2004-07-06 22:00:00,928536
2004-07-07 08:00:00,930819
2004-07-08 05:00:00,949441
2004-07-09 12:00:00,871497
2004-07-10 19:00:00,790278
2004-07-11 05:00:00,825504
2004-07-12 02:00:00,876918
2004-07-13 09:00:00,845075
2004-07-14 16:00:00,848712
2004-07-15 23:00:00,834556
2004-07-16 09:00:00,828604
2004-07-17 06:00:00,807726
2004-07-18 13:00:00,730912
2004-07-19 20:00:00,839154
2004-07-20 17:00:00,910738
2004-07-21 03:00:00,943248
2004-07-22 00:00:00,983334
2004-07-23 07:00:00,932840
2004-07-24 14:00:00,766402
2004-07-25 21:00:00,703191
2004-07-26 07:00:00,818688
2004-07-27 04:00:00,852126
2004-07-28 11:00:00,869406
2004-07-29 18:00:00,901914
2004-07-30 04:00:00,956174
2004-07-31 01:00:00,931877
2004-08-01 08:00:00,871502
2004-08-02 15:00:00,973293
2004-08-03 22:00:00,986346
2004-08-04 08:00:00,993873
2004-08-05 05:00:00,861149
2004-08-06 12:00:00,736650
2004-08-07 19:00:00,638744
2004-08-08 05:00:00,646989
2004-08-09 02:00:00,823512
2004-08-10 09:00:00,895715
2004-08-11 16:00:00,918768
2004-08-12 23:00:00,899865
2004-08-13 09:00:00,866381
2004-08-14 06:00:00,735588
2004-08-15 13:00:00,719217
2004-08-16 10:00:00,830185
2004-08-17 17:00:00,833961
2004-08-18 03:00:00,870083
2004-08-19 00:00:00,929177
2004-08-20 07:00:00,1003153
2004-08-21 14:00:00,847152
2004-08-22 21:00:00,675644
2004-08-23 07:00:00,811795
2004-08-24 04:00:00,864195
2004-08-25 11:00:00,849498
2004-08-26 18:00:00,847149
2004-08-27 04:00:00,904313
2004-08-28 01:00:00,910190
2004-08-29 08:00:00,895491
2004-08-30 15:00:00,970415
2004-08-31 22:00:00,935368
2004-09-01 08:00:00,852884
2004-09-02 05:00:00,835832
2004-09-03 12:00:00,828399
2004-09-04 19:00:00,772132
2004-09-05 05:00:00,687923
2004-09-06 02:00:00,663078
2004-09-07 09:00:00,830594
2004-09-08 16:00:00,876014
2004-09-09 23:00:00,906936
2004-09-10 09:00:00,828908
2004-09-11 06:00:00,708925
2004-09-12 03:00:00,685914
2004-09-13 10:00:00,829592
2004-09-14 17:00:00,793188
2004-09-15 03:00:00,761019
2004-09-16 00:00:00,802261
2004-09-17 07:00:00,825640
2004-09-18 14:00:00,706956
2004-09-19 21:00:00,594855
2004-09-20 07:00:00,683259
2004-09-21 04:00:00,717734
2004-09-22 11:00:00,755107
2004-09-23 18:00:00,804447
2004-09-24 04:00:00,787530
2004-09-25 01:00:00,681073
2004-09-26 08:00:00,656703
2004-09-27 15:00:00,748966
2004-09-28 22:00:00,793302
2004-09-29 08:00:00,738899
2004-09-30 05:00:00,725613
2004-10-01 12:00:00,705250
2004-10-02 19:00:00,646791
2004-10-03 05:00:00,610779
2004-10-04 02:00:00,700372
2004-10-05 09:00:00,686902
2004-10-06 16:00:00,694081
2004-10-07 23:00:00,704390
2004-10-08 20:00:00,702069
2004-10-09 06:00:00,628440
2004-10-10 03:00:00,600067
2004-10-11 10:00:00,673053
2004-10-12 17:00:00,693087
2004-10-13 03:00:00,697536
2004-10-14 00:00:00,699633
2004-10-15 07:00:00,697118
2004-10-16 14:00:00,621434
2004-10-17 21:00:00,615356
2004-10-18 07:00:00,701842
2004-10-19 04:00:00,712695
2004-10-20 11:00:00,715424
2004-10-21 18:00:00,713203
2004-10-22 04:00:00,702452
2004-10-23 01:00:00,640549
2004-10-24 08:00:00,631838
2004-10-25 15:00:00,704067
2004-10-26 22:00:00,704551
2004-10-27 08:00:00,705943
2004-10-28 05:00:00,703609
2004-10-29 12:00:00,701980
2004-10-30 19:00:00,634221
2004-10-31 05:00:00,582852
2004-11-01 02:00:00,683875
2004-11-02 09:00:00,695313
2004-11-03 16:00:00,691951
2004-11-04 13:00:00,731885
2004-11-05 20:00:00,710706
2004-11-06 06:00:00,650508
2004-11-07 03:00:00,617909
2004-11-08 10:00:00,710483
2004-11-09 17:00:00,758951
2004-11-10 03:00:00,773128
2004-11-11 00:00:00,732893
2004-11-12 07:00:00,750237
2004-11-13 14:00:00,700809
2004-11-14 21:00:00,695130
2004-11-15 07:00:00,754912
2004-11-16 04:00:00,740328
2004-11-17 11:00:00,736140
2004-11-18 18:00:00,718247
2004-11-19 04:00:00,706542
2004-11-20 01:00:00,656971
2004-11-21 08:00:00,634417
2004-11-22 15:00:00,721468
2004-11-23 22:00:00,730541
2004-11-24 08:00:00,724847
2004-11-25 05:00:00,615034
2004-11-26 12:00:00,685974
2004-11-27 19:00:00,666606
2004-11-28 05:00:00,638302
2004-11-29 23:00:00,737420
2004-11-30 09:00:00,755705
2004-12-01 06:00:00,752566
2004-12-02 13:00:00,774721
2004-12-03 20:00:00,782304
2004-12-04 06:00:00,733338
2004-12-05 03:00:00,686820
2004-12-06 10:00:00,788391
2004-12-07 17:00:00,781651
2004-12-08 03:00:00,738065
2004-12-09 00:00:00,775165
2004-12-10 07:00:00,759004
2004-12-11 14:00:00,694072
2004-12-12 21:00:00,707945
2004-12-13 07:00:00,787824
2004-12-14 04:00:00,834986
2004-12-15 11:00:00,871972
2004-12-16 18:00:00,857749
2004-12-17 04:00:00,810686
2004-12-18 01:00:00,776400
2004-12-19 08:00:00,774145
2004-12-20 15:00:00,987114
2004-12-21 22:00:00,926519
2004-12-22 08:00:00,830253
2004-12-23 05:00:00,764052
2004-12-24 12:00:00,766500
2004-12-25 19:00:00,764227
2004-12-26 16:00:00,802126
2004-12-27 23:00:00,880815
2004-12-28 09:00:00,903367
2004-12-29 06:00:00,819761
2004-12-30 13:00:00,774823
2004-12-31 20:00:00,704125
2005-01-01 06:00:00,634980
2005-01-02 03:00:00,688057
2005-01-03 10:00:00,738551
2005-01-04 17:00:00,735790
2005-01-05 03:00:00,782628
2005-01-06 00:00:00,804256
2005-01-07 07:00:00,783898
2005-01-08 14:00:00,741365
2005-01-09 21:00:00,726230
2005-01-10 07:00:00,788526
2005-01-11 04:00:00,807643
2005-01-12 11:00:00,790333
2005-01-13 18:00:00,755388
2005-01-14 04:00:00,757754
2005-01-15 01:00:00,779304
2005-01-16 08:00:00,779061
2005-01-17 15:00:00,891132
2005-01-18 22:00:00,977747
2005-01-19 08:00:00,983026
2005-01-20 05:00:00,902521
2005-01-21 12:00:00,930352
2005-01-22 09:00:00,944237
2005-01-23 16:00:00,895079
2005-01-24 23:00:00,978766
2005-01-25 09:00:00,903368
2005-01-26 06:00:00,859686
2005-01-27 13:00:00,951646
2005-01-28 20:00:00,972225
2005-01-29 06:00:00,879086
2005-01-30 03:00:00,803751
2005-01-31 10:00:00,869420
2005-02-01 17:00:00,879134
2005-02-02 03:00:00,872256
2005-02-03 00:00:00,864986
2005-02-04 07:00:00,818898
2005-02-05 14:00:00,732139
2005-02-06 21:00:00,706398
2005-02-07 07:00:00,775392
2005-02-08 04:00:00,772870
2005-02-09 11:00:00,757264
2005-02-10 18:00:00,792902
2005-02-11 04:00:00,836941
2005-02-12 01:00:00,762994
2005-02-13 08:00:00,723088
2005-02-14 15:00:00,814044
2005-02-15 22:00:00,753196
2005-02-16 08:00:00,763510
2005-02-17 05:00:00,815495
2005-02-18 02:00:00,868090
2005-02-19 09:00:00,818681
2005-02-20 16:00:00,758853
2005-02-21 23:00:00,796999
2005-02-22 09:00:00,790316
2005-02-23 06:00:00,792975
2005-02-24 13:00:00,864171
2005-02-25 20:00:00,847632
2005-02-26 06:00:00,781688
2005-02-27 03:00:00,753871
2005-02-28 10:00:00,851744
2005-03-01 17:00:00,832125
2005-03-02 03:00:00,854084
2005-03-03 00:00:00,873203
2005-03-04 07:00:00,843505
2005-03-05 14:00:00,756779
2005-03-06 21:00:00,720749
2005-03-07 07:00:00,742929
2005-03-08 04:00:00,809643
2005-03-09 11:00:00,899282
2005-03-10 18:00:00,864133
2005-03-11 04:00:00,806985
2005-03-12 01:00:00,728904
2005-03-13 08:00:00,708410
2005-03-14 15:00:00,788910
2005-03-15 22:00:00,802112
2005-03-16 19:00:00,792421
2005-03-17 05:00:00,788114
2005-03-18 02:00:00,761836
2005-03-19 09:00:00,689036
2005-03-20 16:00:00,679335
2005-03-21 23:00:00,756328
2005-03-22 09:00:00,751122
2005-03-23 06:00:00,788757
2005-03-24 13:00:00,779794
2005-03-25 20:00:00,726017
2005-03-26 06:00:00,684804
2005-03-27 03:00:00,648826
2005-03-28 10:00:00,757473
2005-03-29 17:00:00,732512
2005-03-30 03:00:00,716890
2005-03-31 00:00:00,726581
2005-04-01 07:00:00,702139
2005-04-02 14:00:00,673344
2005-04-03 21:00:00,650536
2005-04-04 07:00:00,729074
2005-04-05 04:00:00,708581
2005-04-06 11:00:00,697039
2005-04-07 18:00:00,693817
2005-04-08 04:00:00,677984
2005-04-09 01:00:00,615754
2005-04-10 08:00:00,599984
2005-04-11 15:00:00,673844
2005-04-12 12:00:00,694904
2005-04-13 19:00:00,697072
2005-04-14 05:00:00,696752
2005-04-15 02:00:00,687652
2005-04-16 09:00:00,631570
2005-04-17 16:00:00,607500
2005-04-18 23:00:00,680427
2005-04-19 09:00:00,697663
2005-04-20 06:00:00,730732
2005-04-21 13:00:00,694550
2005-04-22 20:00:00,680805
2005-04-23 06:00:00,628910
2005-04-24 03:00:00,610587
2005-04-25 10:00:00,706706
2005-04-26 17:00:00,696048
2005-04-27 03:00:00,685322
2005-04-28 00:00:00,679799
2005-04-29 07:00:00,677917
2005-04-30 14:00:00,631761
2005-05-01 21:00:00,590348
2005-05-02 07:00:00,685617
2005-05-03 04:00:00,696260
2005-05-04 11:00:00,692042
2005-05-05 18:00:00,694614
2005-05-06 04:00:00,689667
2005-05-07 01:00:00,620784
2005-05-08 08:00:00,583023
2005-05-09 05:00:00,683036
2005-05-10 12:00:00,692407
2005-05-11 19:00:00,715652
2005-05-12 05:00:00,709709
2005-05-13 02:00:00,670193
2005-05-14 09:00:00,629302
2005-05-15 16:00:00,619586
2005-05-16 23:00:00,690650
2005-05-17 09:00:00,684863
2005-05-18 06:00:00,689167
2005-05-19 13:00:00,690587
2005-05-20 20:00:00,684168
2005-05-21 06:00:00,613887
2005-05-22 03:00:00,589579
2005-05-23 10:00:00,677728
2005-05-24 17:00:00,688907
2005-05-25 03:00:00,698524
2005-05-26 00:00:00,697512
2005-05-27 07:00:00,703162
2005-05-28 14:00:00,620811
2005-05-29 21:00:00,584268
2005-05-30 07:00:00,600490
2005-05-31 04:00:00,709445
2005-06-01 11:00:00,721008
2005-06-02 18:00:00,706657
2005-06-03 04:00:00,698127
2005-06-04 22:00:00,654246
2005-06-05 08:00:00,720783
2005-06-06 05:00:00,912278
2005-06-07 12:00:00,913709
2005-06-08 19:00:00,991276
2005-06-09 05:00:00,1002858
2005-06-10 02:00:00,974825
2005-06-11 09:00:00,917249
2005-06-12 16:00:00,897537
2005-06-13 23:00:00,1037938
2005-06-14 09:00:00,1097673
2005-06-15 06:00:00,1021277
2005-06-16 13:00:00,886975
2005-06-17 20:00:00,771963
2005-06-18 06:00:00,691476
2005-06-19 03:00:00,647443
2005-06-20 10:00:00,741331
2005-06-21 17:00:00,796818
2005-06-22 03:00:00,838767
2005-06-23 00:00:00,811766
2005-06-24 07:00:00,874445
2005-06-25 14:00:00,886313
2005-06-26 21:00:00,909450
2005-06-27 07:00:00,946070
2005-06-28 04:00:00,1012831
2005-06-29 11:00:00,986668
2005-06-30 18:00:00,976463
2005-07-01 15:00:00,972039
2005-07-02 22:00:00,838171
2005-07-03 08:00:00,739082
2005-07-04 05:00:00,773139
2005-07-05 12:00:00,917730
2005-07-06 19:00:00,949868
2005-07-07 05:00:00,876046
2005-07-08 02:00:00,789502
2005-07-09 09:00:00,769451
2005-07-10 16:00:00,818609
2005-07-11 23:00:00,976414
2005-07-12 09:00:00,1033973
2005-07-13 06:00:00,973719
2005-07-14 13:00:00,989516
2005-07-15 20:00:00,999921
2005-07-16 06:00:00,914572
2005-07-17 03:00:00,906300
2005-07-18 10:00:00,1076620
2005-07-19 17:00:00,1115074
2005-07-20 03:00:00,1084195
2005-07-21 00:00:00,1053901
2005-07-22 07:00:00,1073583
2005-07-23 14:00:00,936555
2005-07-24 21:00:00,833476
2005-07-25 07:00:00,1016569
2005-07-26 04:00:00,1134115
2005-07-27 11:00:00,1161914
2005-07-28 08:00:00,939469
2005-07-29 15:00:00,909761
2005-07-30 22:00:00,874113
2005-07-31 08:00:00,835029
2005-08-01 05:00:00,971539
2005-08-02 12:00:00,1064743
2005-08-03 19:00:00,1101693
2005-08-04 05:00:00,1124614
2005-08-05 02:00:00,1110138
2005-08-06 09:00:00,932442
2005-08-07 16:00:00,880288
2005-08-08 23:00:00,963394
2005-08-09 09:00:00,911306
2005-08-10 06:00:00,984875
2005-08-11 13:00:00,1069544
2005-08-12 20:00:00,1114158
2005-08-13 06:00:00,1093685
2005-08-14 03:00:00,1065196
2005-08-15 10:00:00,1019633
2005-08-16 17:00:00,902820
2005-08-17 03:00:00,925896
2005-08-18 00:00:00,922340
2005-08-19 07:00:00,879480
2005-08-20 14:00:00,875437
2005-08-21 21:00:00,965090
2005-08-22 07:00:00,951692
2005-08-23 04:00:00,873698
2005-08-24 01:00:00,852254
2005-08-25 08:00:00,832072
2005-08-26 15:00:00,832715
2005-08-27 22:00:00,770276
2005-08-28 08:00:00,811465
2005-08-29 05:00:00,960873
2005-08-30 12:00:00,996192
2005-08-31 19:00:00,1043338
2005-09-01 05:00:00,927160
2005-09-02 02:00:00,912568
2005-09-03 09:00:00,774799
2005-09-04 16:00:00,714148
2005-09-05 23:00:00,731328
2005-09-06 09:00:00,815061
2005-09-07 06:00:00,813739
2005-09-08 13:00:00,837115
2005-09-09 20:00:00,822939
2005-09-10 06:00:00,746510
2005-09-11 03:00:00,711568
2005-09-12 10:00:00,853582
2005-09-13 17:00:00,913676
2005-09-14 03:00:00,920592
2005-09-15 00:00:00,989505
2005-09-16 07:00:00,989102
2005-09-17 14:00:00,892090
2005-09-18 21:00:00,786759
2005-09-19 18:00:00,876059
2005-09-20 04:00:00,898712
2005-09-21 01:00:00,853023
2005-09-22 08:00:00,843932
2005-09-23 15:00:00,903595
2005-09-24 22:00:00,711305
2005-09-25 08:00:00,672583
2005-09-26 05:00:00,815187
2005-09-27 12:00:00,785917
2005-09-28 19:00:00,738272
2005-09-29 05:00:00,743746
2005-09-30 02:00:00,691343
2005-10-01 09:00:00,631431
2005-10-02 16:00:00,631623
2005-10-03 23:00:00,735058
2005-10-04 09:00:00,760778
2005-10-05 06:00:00,776654
2005-10-06 13:00:00,791326
2005-10-07 20:00:00,819918
2005-10-08 06:00:00,744945
2005-10-09 03:00:00,623269
2005-10-10 10:00:00,699413
2005-10-11 17:00:00,716635
2005-10-12 03:00:00,711703
2005-10-13 00:00:00,716025
2005-10-14 07:00:00,711874
2005-10-15 14:00:00,644479
2005-10-16 11:00:00,610112
2005-10-17 18:00:00,691310
2005-10-18 04:00:00,703137
2005-10-19 01:00:00,704010
2005-10-20 08:00:00,695256
2005-10-21 15:00:00,699851
2005-10-22 22:00:00,652577
2005-10-23 08:00:00,618625
2005-10-24 05:00:00,717117
2005-10-25 12:00:00,742265
2005-10-26 19:00:00,742261
2005-10-27 05:00:00,745583
2005-10-28 02:00:00,735201
2005-10-29 09:00:00,682912
2005-10-30 16:00:00,623702
2005-10-31 23:00:00,715033
2005-11-01 09:00:00,714200
2005-11-02 06:00:00,710074
2005-11-03 13:00:00,723571
2005-11-04 20:00:00,700487
2005-11-05 06:00:00,632531
2005-11-06 03:00:00,614024
2005-11-07 10:00:00,689747
2005-11-08 17:00:00,709692
2005-11-09 03:00:00,715818
2005-11-10 00:00:00,713087
2005-11-11 07:00:00,730142
2005-11-12 04:00:00,675215
2005-11-13 11:00:00,636292
2005-11-14 18:00:00,697363
2005-11-15 04:00:00,720031
2005-11-16 01:00:00,720872
2005-11-17 08:00:00,754144
2005-11-18 15:00:00,795747
2005-11-19 22:00:00,734244
2005-11-20 08:00:00,683859
2005-11-21 05:00:00,760225
2005-11-22 12:00:00,781541
2005-11-23 19:00:00,817980
2005-11-24 05:00:00,710346
2005-11-25 02:00:00,787038
2005-11-26 09:00:00,755646
2005-11-27 16:00:00,698110
2005-11-28 23:00:00,723453
2005-11-29 09:00:00,723458
2005-11-30 06:00:00,729656
2005-12-01 13:00:00,785356
2005-12-02 20:00:00,812760
2005-12-03 06:00:00,794749
2005-12-04 03:00:00,766631
2005-12-05 10:00:00,852624
2005-12-06 17:00:00,860944
2005-12-07 03:00:00,890966
2005-12-08 21:00:00,898495
2005-12-09 07:00:00,873751
2005-12-10 04:00:00,817553
2005-12-11 11:00:00,792676
2005-12-12 18:00:00,858781
2005-12-13 04:00:00,924678
2005-12-14 01:00:00,975164
2005-12-15 08:00:00,955642
2005-12-16 15:00:00,837061
2005-12-17 22:00:00,800372
2005-12-18 08:00:00,789908
2005-12-19 05:00:00,879118
2005-12-20 12:00:00,921094
2005-12-21 19:00:00,909271
2005-12-22 05:00:00,880776
2005-12-23 02:00:00,804950
2005-12-24 09:00:00,716319
2005-12-25 16:00:00,709791
2005-12-26 23:00:00,721682
2005-12-27 09:00:00,792186
2005-12-28 06:00:00,799397
2005-12-29 13:00:00,772540
2005-12-30 20:00:00,764778
2005-12-31 06:00:00,754343
2006-01-01 03:00:00,709984
2006-01-02 10:00:00,769220
2006-01-03 07:00:00,818656
2006-01-04 14:00:00,822402
2006-01-05 21:00:00,796940
2006-01-06 07:00:00,819041
2006-01-07 04:00:00,798494
2006-01-08 11:00:00,739939
2006-01-09 18:00:00,772738
2006-01-10 04:00:00,774476
2006-01-11 01:00:00,793126
2006-01-12 08:00:00,753192
2006-01-13 15:00:00,764074
2006-01-14 22:00:00,702210
2006-01-15 08:00:00,792441
2006-01-16 05:00:00,862322
2006-01-17 12:00:00,857421
2006-01-18 19:00:00,792475
2006-01-19 05:00:00,821372
2006-01-20 02:00:00,771033
2006-01-21 09:00:00,699980
2006-01-22 16:00:00,718561
2006-01-23 23:00:00,811867
2006-01-24 09:00:00,803242
2006-01-25 06:00:00,827774
2006-01-26 13:00:00,863528
2006-01-27 20:00:00,847218
2006-01-28 06:00:00,733244
2006-01-29 03:00:00,709560
2006-01-30 00:00:00,744610
2006-01-31 07:00:00,779175
2006-02-01 14:00:00,798775
2006-02-02 21:00:00,785272
2006-02-03 07:00:00,739464
2006-02-04 04:00:00,702894
2006-02-05 11:00:00,696689
2006-02-06 18:00:00,814061
2006-02-07 04:00:00,825964
2006-02-08 01:00:00,845354
2006-02-09 08:00:00,852101
2006-02-10 15:00:00,846786
2006-02-11 22:00:00,784107
2006-02-12 08:00:00,783127
2006-02-13 05:00:00,861316
2006-02-14 12:00:00,833922
2006-02-15 19:00:00,798762
2006-02-16 05:00:00,762402
2006-02-17 02:00:00,744004
2006-02-18 09:00:00,787811
2006-02-19 16:00:00,828886
2006-02-20 23:00:00,836969
2006-02-21 09:00:00,836332
2006-02-22 06:00:00,840215
2006-02-23 13:00:00,802169
2006-02-24 20:00:00,817213
2006-02-25 17:00:00,763237
2006-02-26 03:00:00,790765
2006-02-27 00:00:00,889088
2006-02-28 07:00:00,854159
2006-03-01 14:00:00,819051
2006-03-02 21:00:00,842351
2006-03-03 07:00:00,842728
2006-03-04 04:00:00,785290
2006-03-05 11:00:00,728059
2006-03-06 18:00:00,789197
2006-03-07 04:00:00,796245
2006-03-08 01:00:00,797089
2006-03-09 08:00:00,750616
2006-03-10 15:00:00,707519
2006-03-11 22:00:00,629338
2006-03-12 08:00:00,619117
2006-03-13 05:00:00,701553
2006-03-14 12:00:00,703296
2006-03-15 19:00:00,767167
2006-03-16 05:00:00,764686
2006-03-17 02:00:00,746713
2006-03-18 09:00:00,724469
2006-03-19 16:00:00,712970
2006-03-20 23:00:00,786169
2006-03-21 09:00:00,813759
2006-03-22 06:00:00,800480
2006-03-23 13:00:00,774724
2006-03-24 10:00:00,759641
2006-03-25 17:00:00,695689
2006-03-26 03:00:00,682611
2006-03-27 00:00:00,741727
2006-03-28 07:00:00,737660
2006-03-29 14:00:00,716334
2006-03-30 21:00:00,712479
2006-03-31 07:00:00,692405
2006-04-01 04:00:00,619715
2006-04-02 11:00:00,570246
2006-04-03 18:00:00,694589
2006-04-04 04:00:00,709731
2006-04-05 01:00:00,736308
2006-04-06 08:00:00,725213
2006-04-07 15:00:00,710131
2006-04-08 22:00:00,656095
2006-04-09 08:00:00,645545
2006-04-10 05:00:00,704886
2006-04-11 12:00:00,695661
2006-04-12 19:00:00,686146
2006-04-13 05:00:00,683224
2006-04-14 02:00:00,642782
2006-04-15 09:00:00,611950
2006-04-16 16:00:00,562886
2006-04-17 23:00:00,658569
2006-04-18 09:00:00,680561
2006-04-19 06:00:00,686103
2006-04-20 03:00:00,700041
2006-04-21 10:00:00,672888
2006-04-22 17:00:00,642212
2006-04-23 03:00:00,609820
2006-04-24 00:00:00,681070
2006-04-25 07:00:00,690712
2006-04-26 14:00:00,681961
2006-04-27 21:00:00,692321
2006-04-28 07:00:00,669499
2006-04-29 04:00:00,610137
2006-04-30 11:00:00,592537
2006-05-01 18:00:00,677477
2006-05-02 04:00:00,686982
2006-05-03 01:00:00,690018
2006-05-04 08:00:00,711462
2006-05-05 15:00:00,718576
2006-05-06 22:00:00,638454
2006-05-07 08:00:00,589877
2006-05-08 05:00:00,676460
2006-05-09 12:00:00,684235
2006-05-10 19:00:00,700183
2006-05-11 05:00:00,697554
2006-05-12 02:00:00,691753
2006-05-13 09:00:00,624314
2006-05-14 16:00:00,589075
2006-05-15 23:00:00,687579
2006-05-16 20:00:00,693094
2006-05-17 06:00:00,694788
2006-05-18 03:00:00,702696
2006-05-19 10:00:00,679363
2006-05-20 17:00:00,614311
2006-05-21 03:00:00,597383
2006-05-22 00:00:00,676997
2006-05-23 07:00:00,684088
2006-05-24 14:00:00,693252
2006-05-25 21:00:00,702766
2006-05-26 07:00:00,731999
2006-05-27 04:00:00,696246
2006-05-28 11:00:00,692275
2006-05-29 18:00:00,765972
2006-05-30 04:00:00,959224
2006-05-31 01:00:00,934982
2006-06-01 08:00:00,960691
2006-06-02 15:00:00,902943
2006-06-03 22:00:00,728724
2006-06-04 08:00:00,648529
2006-06-05 05:00:00,735436
2006-06-06 12:00:00,755553
2006-06-07 19:00:00,751359
2006-06-08 05:00:00,758034
2006-06-09 02:00:00,762289
2006-06-10 09:00:00,642724
2006-06-11 16:00:00,611343
2006-06-12 13:00:00,715240
2006-06-13 20:00:00,775701
2006-06-14 06:00:00,789298
2006-06-15 03:00:00,785310
2006-06-16 10:00:00,804929
2006-06-17 17:00:00,780890
2006-06-18 03:00:00,868525
2006-06-19 00:00:00,986945
2006-06-20 07:00:00,939423
2006-06-21 14:00:00,925276
2006-06-22 21:00:00,976826
2006-06-23 07:00:00,969640
2006-06-24 04:00:00,840989
2006-06-25 11:00:00,773816
2006-06-26 18:00:00,882144
2006-06-27 04:00:00,917640
2006-06-28 01:00:00,966643
2006-06-29 08:00:00,963005
2006-06-30 15:00:00,863783
2006-07-01 22:00:00,811246
2006-07-02 08:00:00,860831
2006-07-03 05:00:00,949247
2006-07-04 12:00:00,912393
2006-07-05 19:00:00,910481
2006-07-06 05:00:00,835001
2006-07-07 02:00:00,812127
2006-07-08 09:00:00,773997
2006-07-09 06:00:00,797176
2006-07-10 13:00:00,933985
2006-07-11 20:00:00,1038940
2006-07-12 06:00:00,1045047
2006-07-13 03:00:00,997863
2006-07-14 10:00:00,1007720
2006-07-15 17:00:00,914086
2006-07-16 03:00:00,951886
2006-07-17 00:00:00,1127103
2006-07-18 07:00:00,1157309
2006-07-19 14:00:00,1043821
2006-07-20 21:00:00,1036428
2006-07-21 07:00:00,1057103
2006-07-22 04:00:00,914820
2006-07-23 11:00:00,811557
2006-07-24 18:00:00,920531
2006-07-25 04:00:00,966501
2006-07-26 01:00:00,1025299
2006-07-27 08:00:00,1070166
2006-07-28 15:00:00,1038199
2006-07-29 22:00:00,992115
2006-07-30 08:00:00,1004842
2006-07-31 05:00:00,1113363
2006-08-01 12:00:00,1205397
2006-08-02 19:00:00,1253516
2006-08-03 05:00:00,1243764
2006-08-04 23:00:00,1120282
2006-08-05 09:00:00,931153
2006-08-06 06:00:00,890109
2006-08-07 13:00:00,1040656
2006-08-08 20:00:00,1010143
2006-08-09 06:00:00,909272
2006-08-10 03:00:00,905264
2006-08-11 10:00:00,855373
2006-08-12 17:00:00,730467
2006-08-13 03:00:00,709146
2006-08-14 00:00:00,893714
2006-08-15 07:00:00,965507
2006-08-16 14:00:00,932523
2006-08-17 21:00:00,929407
2006-08-18 07:00:00,907996
2006-08-19 04:00:00,869475
2006-08-20 11:00:00,922232
2006-08-21 18:00:00,929168
2006-08-22 04:00:00,925216
2006-08-23 01:00:00,933605
2006-08-24 08:00:00,911448
2006-08-25 15:00:00,930896
2006-08-26 22:00:00,813770
2006-08-27 08:00:00,790911
2006-08-28 05:00:00,938896
2006-08-29 12:00:00,932714
2006-08-30 19:00:00,843775
2006-08-31 16:00:00,784644
2006-09-01 23:00:00,726551
2006-09-02 09:00:00,651079
2006-09-03 06:00:00,641498
2006-09-04 13:00:00,668322
2006-09-05 20:00:00,743898
2006-09-06 06:00:00,766209
2006-09-07 03:00:00,791810
2006-09-08 10:00:00,808061
2006-09-09 17:00:00,767148
2006-09-10 03:00:00,710487
2006-09-11 00:00:00,740963
2006-09-12 07:00:00,717520
2006-09-13 14:00:00,722314
2006-09-14 21:00:00,749380
2006-09-15 07:00:00,752640
2006-09-16 04:00:00,693908
2006-09-17 11:00:00,699021
2006-09-18 18:00:00,823366
2006-09-19 04:00:00,817732
2006-09-20 01:00:00,736947
2006-09-21 08:00:00,704244
2006-09-22 15:00:00,699048
2006-09-23 22:00:00,684367
2006-09-24 08:00:00,720363
2006-09-25 05:00:00,740315
2006-09-26 12:00:00,722351
2006-09-27 09:00:00,726788
2006-09-28 16:00:00,737739
2006-09-29 23:00:00,699317
2006-09-30 09:00:00,626417
2006-10-01 06:00:00,617517
2006-10-02 13:00:00,696726
2006-10-03 20:00:00,736948
2006-10-04 06:00:00,779327
